,person_id,age,sex,household_id,workplace_id,district_id,economic_status,school_goers
203669,203669,6,Female,51009000.0,none,20,inactive,0
488699,488699,14,Female,120065000.0,34_subsistence_ag_424,34,subsistence_ag,0
478907,478907,14,Female,117725000.0,33_student_15,33,student,1
150528,150528,39,Female,37620000.0,14_student_35,14,student,0
623085,623085,52,Male,154400000.0,2_manu_mining_trades_289,2,manu_mining_trades,0
305969,305969,16,Male,76072000.0,26_student_41,26,student,1
422376,422376,38,Female,103825000.0,57_other_4,57,other,0
496555,496555,30,Male,122021000.0,35_student_44,35,student,0
63230,63230,5,Female,15935000.0,none,5,inactive,0
270804,270804,30,Male,67475000.0,30_subsistence_ag_211,30,subsistence_ag,0
32152,32152,6,Male,8481000.0,none,1,inactive,0
175682,175682,12,Male,43735000.0,17_student_25,17,student,1
246723,246723,23,Male,61839000.0,27_subsistence_ag_742,27,subsistence_ag,0
118749,118749,27,Male,29866000.0,10_transport_sector_4,10,transport_sector,0
544142,544142,26,Male,133929000.0,2_police_army_15,2,police_army,0
651956,651956,14,Female,160695000.0,44_student_35,44,student,1
125261,125261,40,Male,31461000.0,11_subsistence_ag_308,11,subsistence_ag,0
411573,411573,12,Male,101209000.0,55_student_22,55,student,1
150927,150927,50,Female,37699000.0,14_other_2,14,other,0
327845,327845,17,Male,81461000.0,42_student_34,42,student,1
219980,219980,53,Female,55154000.0,22_subsistence_ag_75,22,subsistence_ag,0
197924,197924,28,Male,49546000.0,19_subsistence_ag_219,19,subsistence_ag,0
433559,433559,92,Male,106349000.0,58_student_17,58,student,0
598517,598517,28,Female,148149000.0,2_office_worker_194,2,office_worker,0
154825,154825,5,Male,38608000.0,none,14,inactive,0
249975,249975,32,Female,62601000.0,27_student_13,27,student,0
635357,635357,65,Female,157733000.0,2_student_130,2,student,0
567496,567496,42,Female,140151000.0,2_office_worker_194,2,office_worker,0
387556,387556,22,Male,95909000.0,54_subsistence_ag_326,54,subsistence_ag,0
266782,266782,35,Male,66538000.0,29_ag_estates_9,29,ag_estates,0
489111,489111,5,Male,120159000.0,none,35,inactive,0
439242,439242,79,Male,107691000.0,60_subsistence_ag_116,60,subsistence_ag,0
259568,259568,16,Male,64790000.0,27_subsistence_ag_145,27,subsistence_ag,0
5539,5539,62,Male,1574000.0,1_subsistence_ag_27,1,subsistence_ag,0
616258,616258,37,Female,152678000.0,2_manu_mining_trades_145,2,manu_mining_trades,0
605213,605213,66,Female,149873000.0,2_student_580,2,student,0
359123,359123,8,Male,88838000.0,none,50,inactive,0
2761,2761,26,Female,775000.0,none,1,unemployed_not_ag,0
129340,129340,31,Female,32384000.0,12_subsistence_ag_260,12,subsistence_ag,0
177120,177120,9,Female,44107000.0,none,17,inactive,0
4405,4405,38,Female,1261000.0,1_manu_mining_trades_73,1,manu_mining_trades,0
148667,148667,40,Male,37188000.0,14_subsistence_ag_238,14,subsistence_ag,0
66454,66454,7,Male,16673000.0,none,6,inactive,0
588226,588226,14,Male,145496000.0,2_student_80,2,student,1
405947,405947,10,Male,99974000.0,55_student_71,55,student,1
366594,366594,18,Male,90660000.0,49_healthcare_social_work_2,49,healthcare_social_work,0
23004,23004,37,Female,6188000.0,1_informal_petty_trade_107,1,informal_petty_trade,0
53061,53061,11,Male,13572000.0,5_student_66,5,student,1
399216,399216,73,Female,98483000.0,55_subsistence_ag_515,55,subsistence_ag,0
412042,412042,8,Female,101340000.0,none,56,inactive,0
92018,92018,13,Female,22885000.0,8_student_19,8,student,1
385461,385461,9,Female,95451000.0,none,53,inactive,0
449587,449587,2,Female,110431000.0,none,57,inactive,0
612290,612290,0,Male,151684000.0,none,2,inactive,0
499050,499050,8,Male,122663000.0,none,36,inactive,0
188345,188345,3,Female,47027000.0,none,18,inactive,0
174941,174941,16,Female,43529000.0,17_student_25,17,student,1
145156,145156,2,Male,36331000.0,none,13,inactive,0
346675,346675,29,Female,85861000.0,none,41,unemployed_not_ag,0
510780,510780,3,Male,125441000.0,none,37,inactive,0
360878,360878,27,Male,89247000.0,48_service_retail_4,48,service_retail,0
245201,245201,81,Female,61468000.0,26_student_92,26,student,0
280145,280145,35,Male,69646000.0,31_manu_mining_trades_10,31,manu_mining_trades,0
510585,510585,5,Male,125397000.0,none,37,inactive,0
340215,340215,23,Male,84175000.0,44_student_29,44,student,0
448756,448756,28,Male,110207000.0,57_service_retail_14,57,service_retail,0
301364,301364,22,Female,74858000.0,28_informal_petty_trade_11,28,informal_petty_trade,0
76154,76154,13,Female,19056000.0,6_student_79,6,student,1
341308,341308,21,Male,84459000.0,45_student_11,45,student,1
197288,197288,67,Male,49382000.0,19_subsistence_ag_81,19,subsistence_ag,0
501473,501473,28,Female,123260000.0,36_subsistence_ag_409,36,subsistence_ag,0
499745,499745,13,Female,122851000.0,36_student_104,36,student,1
37607,37607,13,Male,9825000.0,3_student_28,3,student,1
615899,615899,12,Male,152583000.0,2_student_503,2,student,1
111868,111868,7,Male,28059000.0,none,7,inactive,0
252680,252680,11,Male,63233000.0,27_student_58,27,student,1
55917,55917,55,Male,14268000.0,5_subsistence_ag_325,5,subsistence_ag,0
44804,44804,79,Female,11493000.0,4_student_3,4,student,0
492354,492354,12,Male,120967000.0,35_student_46,35,student,1
589322,589322,24,Female,145762000.0,2_student_360,2,student,0
547500,547500,18,Male,134920000.0,2_student_506,2,student,1
493670,493670,66,Male,121292000.0,35_student_54,35,student,0
426809,426809,21,Female,104832000.0,58_subsistence_ag_55,58,subsistence_ag,0
442786,442786,10,Female,108624000.0,56_student_35,56,student,1
58150,58150,3,Female,14787000.0,none,5,inactive,0
147632,147632,65,Female,36945000.0,14_subsistence_ag_592,14,subsistence_ag,0
243539,243539,0,Female,61071000.0,none,26,inactive,0
355877,355877,32,Male,88090000.0,47_healthcare_social_work_11,47,healthcare_social_work,0
569910,569910,13,Female,140737000.0,2_student_655,2,student,1
17610,17610,31,Male,4766000.0,1_informal_petty_trade_113,1,informal_petty_trade,0
540031,540031,22,Female,132659000.0,2_student_646,2,student,0
290247,290247,6,Female,72117000.0,none,28,inactive,0
592057,592057,28,Female,146463000.0,2_student_471,2,student,0
523166,523166,83,Female,128245000.0,38_student_12,38,student,0
609788,609788,7,Female,151029000.0,none,2,inactive,0
9064,9064,34,Male,2518000.0,1_student_20,1,student,0
530020,530020,13,Female,129979000.0,36_student_60,36,student,1
504469,504469,0,Female,123969000.0,none,36,inactive,0
546303,546303,0,Female,134605000.0,none,2,inactive,0
567196,567196,32,Male,140080000.0,2_manu_mining_trades_120,2,manu_mining_trades,0
56555,56555,8,Male,14418000.0,none,5,inactive,0
63881,63881,12,Male,16069000.0,5_student_26,5,student,1
113227,113227,37,Female,28413000.0,7_education_9,7,education,0
257988,257988,60,Female,64452000.0,27_student_26,27,student,0
154803,154803,76,Female,38601000.0,14_student_67,14,student,0
416042,416042,4,Female,102330000.0,none,56,inactive,0
152541,152541,8,Female,38054000.0,none,14,inactive,0
421263,421263,77,Female,103552000.0,57_subsistence_ag_311,57,subsistence_ag,0
92519,92519,1,Female,23010000.0,none,8,inactive,0
488501,488501,15,Female,120017000.0,34_student_48,34,student,1
473316,473316,30,Female,116299000.0,33_subsistence_ag_395,33,subsistence_ag,0
531118,531118,22,Female,130306000.0,33_student_84,33,student,0
14930,14930,18,Female,4087000.0,1_student_74,1,student,0
496098,496098,5,Female,121910000.0,none,35,inactive,0
580337,580337,29,Male,143480000.0,2_manu_mining_trades_135,2,manu_mining_trades,0
547594,547594,3,Male,134943000.0,none,2,inactive,0
257247,257247,21,Male,64282000.0,27_student_132,27,student,1
624927,624927,9,Female,154851000.0,none,2,inactive,0
497146,497146,30,Male,122171000.0,35_manu_mining_trades_1,35,manu_mining_trades,0
162461,162461,6,Male,40480000.0,none,16,inactive,0
275473,275473,74,Male,68541000.0,30_student_23,30,student,0
307941,307941,13,Female,76596000.0,26_student_43,26,student,1
373912,373912,65,Male,92352000.0,51_subsistence_ag_71,51,subsistence_ag,0
491021,491021,17,Male,120612000.0,35_student_57,35,student,0
544557,544557,22,Female,134070000.0,2_student_468,2,student,0
212409,212409,24,Male,53179000.0,21_other_4,21,other,0
471122,471122,14,Female,115785000.0,33_student_40,33,student,0
397117,397117,6,Female,98020000.0,none,55,inactive,0
324919,324919,10,Female,80825000.0,41_student_51,41,student,1
643512,643512,14,Male,159683000.0,57_student_17,57,student,1
580792,580792,26,Female,143586000.0,2_manu_mining_trades_206,2,manu_mining_trades,0
19613,19613,52,Male,5302000.0,1_service_retail_32,1,service_retail,0
9521,9521,39,Male,2640000.0,1_education_10,1,education,0
238297,238297,30,Male,59776000.0,26_other_6,26,other,0
321103,321103,23,Male,79864000.0,40_subsistence_ag_112,40,subsistence_ag,0
171549,171549,31,Male,42644000.0,none,10,unemployed_not_ag,0
156297,156297,9,Male,38958000.0,none,14,inactive,0
597616,597616,24,Female,147924000.0,2_student_472,2,student,0
338271,338271,19,Female,83736000.0,none,44,unemployed_not_ag,0
224038,224038,20,Female,56146000.0,23_other_4,23,other,0
464962,464962,15,Male,114372000.0,32_student_36,32,student,1
472406,472406,52,Female,116087000.0,33_subsistence_ag_540,33,subsistence_ag,0
356803,356803,19,Female,88301000.0,50_student_8,50,student,1
455497,455497,14,Male,111968000.0,60_student_24,60,student,1
248839,248839,39,Female,62334000.0,27_subsistence_ag_292,27,subsistence_ag,0
166385,166385,24,Male,41411000.0,16_manu_mining_trades_19,16,manu_mining_trades,0
544867,544867,30,Male,134173000.0,2_other_33,2,other,0
430929,430929,14,Female,105764000.0,58_student_59,58,student,1
505346,505346,72,Male,124171000.0,36_student_87,36,student,0
107508,107508,25,Female,26957000.0,7_police_army_11,7,police_army,0
124123,124123,2,Male,31179000.0,none,11,inactive,0
379850,379850,25,Female,93899000.0,46_informal_petty_trade_3,46,informal_petty_trade,0
378191,378191,28,Male,93416000.0,48_other_3,48,other,0
564283,564283,21,Male,139345000.0,2_student_6,2,student,1
21828,21828,6,Female,5886000.0,none,1,inactive,0
137443,137443,9,Female,34381000.0,none,13,inactive,0
239915,239915,80,Male,60173000.0,26_student_74,26,student,0
41926,41926,18,Male,10801000.0,3_subsistence_ag_456,3,subsistence_ag,0
276409,276409,23,Female,68754000.0,31_student_45,31,student,0
573570,573570,24,Male,141713000.0,2_manu_mining_trades_233,2,manu_mining_trades,0
502334,502334,2,Female,123476000.0,none,36,inactive,0
321713,321713,14,Male,79997000.0,40_student_9,40,student,1
565075,565075,23,Male,139542000.0,2_office_worker_29,2,office_worker,0
516686,516686,15,Male,126703000.0,37_student_39,37,student,1
397639,397639,6,Male,98130000.0,none,55,inactive,0
580216,580216,49,Male,143450000.0,2_service_retail_9,2,service_retail,0
622567,622567,48,Male,154270000.0,2_office_worker_126,2,office_worker,0
38964,38964,56,Male,10142000.0,3_subsistence_ag_587,3,subsistence_ag,0
23764,23764,7,Female,6386000.0,none,1,inactive,0
475600,475600,28,Female,116888000.0,33_subsistence_ag_502,33,subsistence_ag,0
621018,621018,0,Female,153888000.0,none,2,inactive,0
260263,260263,79,Female,64944000.0,27_student_106,27,student,1
302453,302453,17,Female,75152000.0,28_student_109,28,student,0
338844,338844,15,Female,83869000.0,44_student_24,44,student,1
297987,297987,55,Female,73982000.0,30_informal_petty_trade_8,30,informal_petty_trade,0
390768,390768,31,Male,96617000.0,54_other_6,54,other,0
104820,104820,28,Male,26258000.0,7_informal_petty_trade_76,7,informal_petty_trade,0
154013,154013,14,Female,38420000.0,14_student_47,14,student,1
638356,638356,29,Male,158496000.0,6_subsistence_ag_190,6,subsistence_ag,0
138077,138077,14,Male,34534000.0,13_student_28,13,student,1
525204,525204,9,Male,128702000.0,none,38,inactive,0
626866,626866,2,Female,155346000.0,none,2,inactive,0
169669,169669,8,Male,42171000.0,none,12,inactive,0
96880,96880,25,Male,24161000.0,none,8,unemployed_not_ag,0
151984,151984,3,Male,37934000.0,none,14,inactive,0
13625,13625,11,Male,3727000.0,1_student_135,1,student,1
321182,321182,53,Male,79881000.0,40_subsistence_ag_162,40,subsistence_ag,0
588017,588017,12,Female,145442000.0,2_student_176,2,student,1
500144,500144,13,Female,122948000.0,36_student_103,36,student,1
168239,168239,60,Male,41836000.0,12_subsistence_ag_440,12,subsistence_ag,0
448446,448446,49,Male,110121000.0,57_office_worker_6,57,office_worker,0
327793,327793,28,Female,81447000.0,42_student_23,42,student,0
291408,291408,3,Female,72394000.0,none,28,inactive,0
456973,456973,4,Female,112379000.0,none,60,inactive,0
169647,169647,19,Female,42166000.0,12_student_25,12,student,0
271908,271908,15,Male,67722000.0,30_student_57,30,student,1
550995,550995,38,Male,135813000.0,2_service_retail_122,2,service_retail,0
50132,50132,2,Male,12843000.0,none,4,inactive,0
303587,303587,15,Female,75454000.0,28_student_17,28,student,1
544873,544873,35,Male,134174000.0,2_manu_mining_trades_168,2,manu_mining_trades,0
293438,293438,11,Male,72848000.0,28_student_78,28,student,1
26241,26241,19,Male,7007000.0,1_student_98,1,student,1
641096,641096,35,Male,159153000.0,24_subsistence_ag_10,24,subsistence_ag,0
116695,116695,67,Female,29359000.0,10_student_22,10,student,0
195376,195376,2,Male,48893000.0,none,19,inactive,0
516501,516501,2,Male,126668000.0,none,37,inactive,0
100930,100930,3,Male,25196000.0,none,9,inactive,0
66321,66321,39,Female,16643000.0,6_subsistence_ag_341,6,subsistence_ag,0
272966,272966,10,Male,67952000.0,30_student_84,30,student,1
476314,476314,61,Female,117085000.0,33_subsistence_ag_49,33,subsistence_ag,0
97283,97283,9,Male,24271000.0,none,8,inactive,0
94893,94893,14,Female,23639000.0,8_student_15,8,student,1
288794,288794,25,Female,71750000.0,31_student_71,31,student,0
26199,26199,21,Male,6996000.0,none,1,unemployed_not_ag,0
432234,432234,5,Female,106055000.0,none,58,inactive,0
288813,288813,35,Female,71755000.0,31_informal_petty_trade_31,31,informal_petty_trade,0
620983,620983,16,Male,153879000.0,2_student_568,2,student,1
405137,405137,23,Male,99799000.0,55_subsistence_ag_367,55,subsistence_ag,0
274066,274066,27,Female,68208000.0,30_subsistence_ag_104,30,subsistence_ag,0
94944,94944,15,Male,23650000.0,8_student_28,8,student,1
47758,47758,60,Male,12244000.0,4_subsistence_ag_106,4,subsistence_ag,0
431206,431206,9,Female,105827000.0,none,58,inactive,0
638839,638839,51,Female,158611000.0,7_student_134,7,student,0
506079,506079,50,Male,124344000.0,36_subsistence_ag_84,36,subsistence_ag,0
296118,296118,9,Male,73506000.0,none,30,inactive,0
573977,573977,2,Male,141825000.0,none,2,inactive,0
98451,98451,6,Male,24578000.0,none,9,inactive,0
589943,589943,14,Male,145925000.0,2_student_228,2,student,1
11333,11333,25,Female,3116000.0,1_service_retail_18,1,service_retail,0
466938,466938,1,Female,114851000.0,none,32,inactive,0
520241,520241,7,Female,127559000.0,none,38,inactive,0
545945,545945,15,Male,134506000.0,2_student_474,2,student,1
614320,614320,31,Male,152212000.0,2_transport_sector_38,2,transport_sector,0
103614,103614,8,Female,25910000.0,none,9,inactive,0
273972,273972,4,Male,68192000.0,none,30,inactive,0
198723,198723,39,Female,49755000.0,19_subsistence_ag_229,19,subsistence_ag,0
626743,626743,23,Female,155315000.0,2_student_299,2,student,0
441672,441672,17,Female,108317000.0,56_student_6,56,student,1
429860,429860,65,Female,105524000.0,58_student_13,58,student,0
187657,187657,11,Female,46847000.0,18_student_39,18,student,1
533124,533124,15,Male,130806000.0,2_student_576,2,student,1
120100,120100,21,Female,30210000.0,10_student_10,10,student,0
248125,248125,17,Male,62158000.0,27_manu_mining_trades_2,27,manu_mining_trades,0
540858,540858,5,Male,132893000.0,none,2,inactive,0
88783,88783,1,Female,22065000.0,none,7,inactive,0
375208,375208,0,Male,92687000.0,none,52,inactive,0
532131,532131,2,Male,130574000.0,none,2,inactive,0
123594,123594,53,Male,31050000.0,11_student_30,11,student,0
119356,119356,63,Male,30019000.0,10_subsistence_ag_200,10,subsistence_ag,0
471802,471802,0,Female,115954000.0,none,33,inactive,0
638125,638125,8,Male,158437000.0,none,6,inactive,0
327431,327431,7,Male,81374000.0,none,42,inactive,0
254891,254891,25,Male,63735000.0,27_subsistence_ag_511,27,subsistence_ag,0
264558,264558,12,Female,66008000.0,28_student_18,28,student,1
225798,225798,4,Female,56616000.0,none,23,inactive,0
425831,425831,10,Male,104614000.0,58_student_70,58,student,1
36991,36991,32,Female,9667000.0,3_education_1,3,education,0
174370,174370,35,Female,43381000.0,17_student_29,17,student,0
415924,415924,52,Female,102301000.0,56_other_6,56,other,0
276664,276664,14,Male,68820000.0,31_student_45,31,student,1
183473,183473,28,Female,45761000.0,18_subsistence_ag_216,18,subsistence_ag,0
643438,643438,18,Male,159665000.0,56_subsistence_ag_77,56,subsistence_ag,0
274593,274593,21,Male,68332000.0,30_other_6,30,other,0
345035,345035,3,Female,85420000.0,none,41,inactive,0
325299,325299,13,Male,80908000.0,42_student_16,42,student,1
331696,331696,15,Male,82280000.0,43_subsistence_ag_28,43,subsistence_ag,0
124304,124304,14,Male,31230000.0,11_student_25,11,student,1
488481,488481,35,Female,120011000.0,34_subsistence_ag_326,34,subsistence_ag,0
292345,292345,38,Female,72605000.0,28_subsistence_ag_521,28,subsistence_ag,0
415278,415278,46,Male,102140000.0,56_other_7,56,other,0
608487,608487,14,Female,150681000.0,2_student_344,2,student,1
428712,428712,27,Female,105264000.0,58_subsistence_ag_475,58,subsistence_ag,0
26724,26724,2,Male,7119000.0,none,1,inactive,0
268847,268847,8,Female,67033000.0,none,30,inactive,0
644531,644531,21,Female,159947000.0,32_student_33,32,student,1
183087,183087,23,Male,45651000.0,18_ag_estates_25,18,ag_estates,0
220706,220706,11,Female,55333000.0,22_student_27,22,student,1
350181,350181,15,Female,86746000.0,46_student_17,46,student,1
